text,labels
oh oh maşallah allah sayılarını artırsın inşallah,Favor
chp yüzde yirmi iki ilemi ikdidar olacak,Against
kime gore bireysel suclara af veriyorsunuz sayin bakanim daha cok canimiz yansin yada yakalim diye mi bu mukerrer suclarida affediyorsunuz allah askina aciklayin,Against
bin mezun olarak kadro istiyoruz,Neutral
sayın bakanım hepimiz aynı işi yapıyorken bu ayrım niye,Against
pakistan bizim kardeşimiz değil,Neutral
mahkumların cezaevlerinde insan olduğu unutulmuş hastalıklı insanlar yaratılmış,Against
harita ve kadastro teknikerleri olarak bizlere verilen atama sayılarının artırılmasını talep ediyoruz puanla açıkta kalmamak için atama istiyoruz,Neutral
ya da istediği için evet hayir demeyin siyasetçiler şimdiden ters sonuç çıkarsa diye yatırım yapıyor,Neutral
allah rahmet eylesin mekanı cennet olsun inşaallah ailesine ve sevenlerine sabır ve başsağlığı diliyorum,Favor
tüik her gün cebimizden cüzdanımızdan çocuğumuzun ailemizin nafakasını tırtıklıyor gerçekdışı enflasyon rakamlarına yapılacak yasal bir itiraz yolu olmalı,Against
meb engelli öğretmenin sesini duymali,Against
eyvaallah reis seninleyiz,Favor
lider affedicidir milletini zor durumda asla birakmaz mahkum ve mahkum yakinlari vatandaşlarini da unutmaz milletinin sesine her zaman kulak verir isteklerini yerine getirir devletin ve milletin beka si için af tasarisi acil meclisten geçmelidir,Neutral
artik balikçilik fasli açilmali kadro istiyor,Neutral
allahina kurban uzun adam,Favor
reisi cumhurumuz nisanda müjde bekleyen öğretmenleri görün lütfen ailelerimizle bekliyoruz kudretinize güveniyoruz,Favor
allahımvatanımıza milletimize birlik ver güç verkuvvet ve iman ver bizleri kafirlertoplumuna karşı galip eyle ya rabbimiz,Favor
isyan sandikta,Against
dik dur eğilme bu ağrinin en fakir ama yürekli insani da seninle dik dur eğilme bu millet seninle,Favor
devlet hastanelerindeki yoğunluğu azaltmak için baş hekim yardımcıları asli görevleri doktorluğa dönsü profesyonel yöneticiler atansın profesyonel yöneticiler ultrasonda gün vermeyi poliklinik açil servis yoğunluğunu bir günde çözerler,Neutral
allah cc izniyle çökecek fakat biz yerine birşey koyabiliyo rmuyuz çözüm yerli çalışma yapan kişi ve kuruluşlara katkı fırsat saglamaktan geçiyor,Neutral
doğum günün kutlu olsun sultan erdoğan,Favor
sayın genel başkanım sizi seviyoruz saygı duyuyoruz ama ne olur susun artık,Against
aks kalkacak mi ya da iyileştirme var mi bu sınavın sürekli ertelenmesiyle kaldırılacağını ümit etmeli miyiz yarın bu sorularımızı sayın bakanımıza iletirseniz bizi mutlu edersiniz,Neutral
her daim seninleyiz,Favor
boş ver sporu sonra ki iş filistine dilah gönderin iha siha gönderin allah size hükümranlık verdi lütfen yardımcı olun ondan başka hiç bi şeyden korkmayın siz bu yolda öne çıkın müminler ardınızda duracak sonunda allah resulü ve müminler elbet kazanacak,Favor
aday ol türkiye şenlensin,Favor
kalici bariş ve adil adalet lideri baş komutan misir refah kapisi için acil askeri yiğinak yapilmasi gerektiğine inaniyorum bütün dünya türkiyenin kalici bariş ve adalet yanlisi olarak yaptiklari çalişmalardan dolayi güvenmesi gerekiyor bütün müslüman ve insanlik için haziriz,Favor
sen seçimleri ay önceye alaçaksin iyi parti seçimlere girmesin diye nerenin kurnazisin daha dur barajida sifirlayaçaklar kendi tuzağiniza düşeceksiniz,Against
kürt halkı olarak sizi destekliyoruz başkanım dogu illerine mitinglere başlayın lütfen bizi bu iktidardan kurtarın lütfenn,Favor
işkurla çalışmak için adam alınıyor orda bile evli çocukları olan yaş üstüne emekliliğine az kalanlara verilmesi gerek zaten genç yaşa kadar bütün sektörler iş veriyor sorun bizim gibi yaş üstünde şu anda en sıkıntılı durum bizde saygılar,Against
seninle herşeyi başarırız cumhurbaşkanım allahin da izniyle ve yardımıyla inşallah,Favor
kadem ve istanbul sözleşmesi ile tüm bağlarını koparmadığı sürece kan kaybetmeye devam edecektir bunlarla ilişki demek tabanına dinine vatanına milletine ihanet demektir,Neutral
bize gelince herkes yerden bişey diyo birazda bizleri düşünün ne haldeyiz bu insanlar bu duruma gelirken neden sesiniz çıkmıyordu her kes bir hata yapar herkesin ikinci bir şansa ihtiyaci var çocuklar babasız buyumesin dahil eşit kapsamlı yasa,Against
ruhu şad mekanı cennet olsun saygıyla anıyoruz,Favor
ecevit seni partisine almadı hangi hakla onu siyasetine alet ediyorsun,Against
temizlik imanın yarısıdır,Neutral
arkandayız sayın hazır ol başkan sensin kader mahkumları arkanda sen bizi yarım bırakma,Favor
vergilerimiz nerde,Against
sayın cumhurbaşkanım cafe ve restorant ve düğün salonları olan esnaf arkadaşlarımızın yapılandırma taksitlerinini kiralarını nasıl ödeyecekler yıldır kapalıyız tl bile destek almadık esnafın durumu ne olacak sayın cumhurbaşkanım en çok zarar gören sektör biziz,Against
sayın bakanım taşeron hbysye kadroyu neden savunmadiniz grup başkan vekili iken siyasi onay verilmemesi kime bağlı olarak gerçekleşmedi hbysye kadro oğluma bir kardeş planlamak için istiyorum demiştim kimse dur demiyor rant kul hakkı yiyenlere dur denilemiyor neden allah için,Against
gerçekten yazık alan bı öğrenci liseye mi gitcek nasıl bir eğitim sistemi,Against
sayın başkanım ogm hizmet alımı tırmık ekibinde kadro de kapsasın hizmet alımı ogm tırmık ekibi kadro istiyor,Neutral
az kaldi türkiyenin lideri sen olacaksin,Favor
reis seni sevmiyen anca hain dir allah senin yolunu açsin inşallah izindeyiz daimaanti erdoğan cilar yaylanin hadi hadi hadi,Favor
o çok sevdiğin ab bin göbeğinde yaşandı ab abd cia tuvalet kağıdı gibi kullanır çöp tenekesine değil b k çukuruna atar çok yapmisligi var,Against
büyük başkan,Favor
hepiniz haftaya pazar akşamı kandile yolculuğa çıkacaksınız inşallah,Favor
ailelerimize kavuşmak için istediğimiz kadroya yıl daha bekleyin diyorlar yıla çıkmış eş durumu tayini sayın cumhurbaşkanım aile birliğine verdiğiniz hassasiyeti biliyoruz lütfen duyun sesimizi artık ailelerimizin yanında olmak istiyoruz,Against
reisim allahim seni korusun esirgesin insallah,Favor
halifeliği getir bende halife olayım,Neutral
bir numarasın başkanım allah sizi ve sizin gibi devlet büyüklerimizi başımızdan eksik etmesinsaygılar,Favor
hedefleri sensin,Neutral
baskan dedigin ihtişamli olmali babayigit olmali guclu olmali ve oyle gorunmeli sizde o vasiflar yok maalesef,Against
yanlış zamanda buluşş,Against
partiyi perişan ettin saray rejimini meşrulaştirdin erdoğandan sonraki en büyük akplisin,Against
bi allah kulundan korkum yok bana ulaşın tel,Neutral
sayin bakanim lutfen sesimizi duyun bu ulkenin jeoloji mühendisine ihtiyacı var,Neutral
gercekten dedigine gore sende kendine inanmiyorsun kardas sen en iyisi git kendine bir is bul,Against
allah son nefese kadar uzun süreli başda eksik etmesin,Favor
suç örgütünü temsilen kimler katılacak acaba malum sizin ortak aklınızın ortakları belli,Against
semra güzele selam söyle anladın sen onu bütün şehitlerimizin kanı bulaştı ellerinizebütün yetim kalmış çocukların gözü yaşlı annelerin babaların ahı var üstünü birazcık vatan sevgisi varsa hdp ile olan gizli bağınızı koparın,Against
al partili olarak hak veriyorum,Favor
hayirli ugurlu utandirmasin yar ve yardimciniz bizimdirzafer allahindir,Favor
hergun sizi takip ediyoruz abim sayin liderimiz cumurumuzun başı sayin recep tayip erdogan geldinizden bu yana tum turkey rahat ve bolluk icinde yasiyoruz simdi geldi oyle bir zaman ki ulkemizi dinimizi namursumuzu korumak tam destek yanindayiz emirinizi bekliyoruz,Favor
vekil ve fahrilere iş güvencesi istiyoruz,Neutral
allah razi olsun,Favor
mehmetçik dünyanın en merhametli askerleridir allah razı olsun,Favor
i rahmetle anıyoruz,Favor
hangi türkiye yüzyılı yaaa siz milletle alay mı ediyorsun allah aşkına bir oldunuz milyon emekli yı açlığa sefalete mahkum ettinizbirde türkiye yüzyılı diyip halkla alay ediyorsunuzinsanlar evinin kirasını bile karşılamıyor,Against
cumhurbaşkanım sosyal konut projesi orta halli vatandaşamı dar gelirli vatandaşamı toki başkanının açıkladığı peşinat ve taksit ödemeleri nin kesinlikle dar gelirli vatandaşa göre değil peşinat binlira sözleşme yapıldığında ödenecek kaç emeklide,Against
senin bayramın sana karabasan olsun gün yüzü görme çocuklarından haber bekle ama alamayasın inşallah,Against
helal olsun kurtardınız bizi chp zulmünden,Favor
fatma hanımdan bir randevu talep ettik halk olarak karşımıza çıkan durum çim zamanı görüşmek üzere,Neutral
keşke herşeyi modernize edebilsek değilmi başkan,Neutral
aynen kanka,Favor
miting programına ulaşma imkanımız var mı,Neutral
istanbul zeytinburnu beştelsiz mah sok ikamet ediyorum benim mah deki vakaların bilgisi nedır nasıl öğrenebilirim biz evden çıkmıyoz sadece evin ihtiyacı için çıkmıyoz artık darlandım bunalmak uzereyız ailecek,Against
iyiki varsınız sayın vekilim mağdur ücretli öğretmen sağlığınıza duacı,Favor
allahınızi seveyim devam,Favor
sizin adaletinize güveniyoruz sayin cumhurbaşkanimsize inaniyoruzbiz ücretli öğretmen atamasinda bütün şartlari sağlayan ama atanamayan civari ücretli öğretmen atanmak istiyoruz bizi mağdur etmeyin sizi seviyoruz,Favor
askeri lise öğrencileri bozkurtlar bir işik bekliyor türkmenbeyim,Favor
allah rahmet eylesin mekanı cennet olsun amin,Favor
verilen sözler tutulmadan cezaevleriyle barış sağlanmadan halkın büyük bir kısmı akp ve mhpyi affetmeyecek,Against
sokağa çıkma yasağı getirilsin hepimizin sağlığı icin,Neutral
maaşallahmaaşallah günde leş allah ziyade etsin,Favor
allaha çok şükür böyle bir liderimiz ve dışımızda ki hainlere gerektiği yerde gereken dersi veriyor çok sukur,Favor
allah rahmet eylesinmekanları cennet olsun bütün şehitlerimizin,Favor
bin euro bulan taksici haberini duydunuz peki okadar para giriş ve çıkışı bu ülkede yapılıyor artık bu yabancı olayına bir düzen istiyoruz bu ülkenin huzuru kaçıyor herşey geç olmadan bir önlem alın,Against
sayin kilicdaroglu desteginizi bekliyoruz,Neutral
whatsapp paylaşım örneği herkes böyle hissediyor,Neutral
yalan değil dibine kadar gerçek,Favor
sayin baskomutanimm ayfon fiyatlari cok pahalı,Against
mustafa yıldızdoğandan yine muhteşem parça ellerine sağılık,Favor
azerbeycan ermenistanı bombaladı akılları gitti,Against
dualarmız kardeşlermzle,Favor
bu tarihî fırsatı degerlendirin ve yeni bir cephe açın iyip zp mp cumhuriyet halk partisi sandalyelerine tekrardan inkılapçi ruhlari oturtmak adina hep beraber çalışalım,Favor
sevgili başbakanım barışta bedelli savaşta gönüllü olmak istiyoruz sesimizi duy yaradan aşkına,Neutral
bu ne demek sen anlarsin,Neutral
israile ihracat kesilsin,Against
piktes öğretmenleri olarak uzaktan eğitim sürecinde öğrencilerimize destek olmaya devam ediyoruz,Favor
stiyoruz sağlıkçı atanmak istiyor,Neutral
slm kemall bey azınlığın çoğunluğu yönettiği bidünya varmı varsa nerde anlıyorsunuz demi beni kemall bey yani yani,Against
her insan bir engelli adayıdır engelli öğretmene destek verin biz engelli öğretmenler atanmak istiyoruz,Neutral
atama takvimi nerede,Neutral
mizin iskenderunda depremzede vatandaşlarımız için hizmete açtığı sahra hastanesinin içindeki eczaneyi düzenledik,Neutral
atama bekliyr atama bklyr,Neutral
reyis mahkum ve aylelerine mart seçiminden sonraya umut verdin ne gecemiz kaldı nede gündüzümüz gözümüz kulağımız senden gelecek güzel bir haberde artık beklenen gün gelsin reyis,Against
sosyal yardımlar artıyor mu sosyal yardımların niteliği veriliş şekli ve mükerrerliği konusu nasıldır konularına açıklık getirdi,Neutral
ip partisi israil partisi olmuş,Neutral
rabbim mekanını cennet eylesin inşallah nurlar içinde uyu şehidim,Favor
yoluna can feda türkiyem,Favor
mujdeyi siz verin,Neutral
sayın bakanım allah sizden razı olsun,Favor
seninle ölümüne devlet başkanim,Favor
aihm sonucu belli oldu,Neutral
daha çok ertelersiniz üniversiteler de sözde hafta tatildi,Against
göç ve iskan işini çözemezseniz mayısta ki seçimleri kazansanız bile yıla kalmaz seçimler tekrarlanır sonrası bence düşünmek istemediğiniz bir sonuca evrilebilir bence halen önünüzde kullanabileceğiniz bir zaman dilimi var bir plan yapın ve türk milletine açıklayın,Neutral
sesimi duyan varmı,Neutral
egitimin önünde ki en büyük engel sensin istifa et,Against
maşallah allah ordumuzu daima muvaffak eylesin,Favor
rabbim yanınızda olsun inşallah cumhurbaşkanım sen dünya liderisin senden başka lider yok maşallah size,Favor
çok şükür böyle bir liderimizin olduğu vakitte genç olmak,Favor
bakanlığımız tarafından belirlenen dinamik denetim modeli esasları kapsamında vali un koordinasyonunda denetimleri hayatın her alanını kapsayacak şekilde kararlılıkla sürdürülüyor haydi kocaeli,Neutral
bayramımız mübarek olsun reisim,Favor
samimiyetlige davet ediyorum sizi,Against
genel başkanım beni takib etmeyi unutmayin,Neutral
kılıçtaroğlu cblığı sistemi geçilir ise muhtarlıklar kapatılacak demiştin fakat kapatılmadıyalan konuştuğun insanlardan oy istemeye utanmıyormusun,Against
referandum çalişmalarimiz,Neutral
sayın bakanım gezicilerle korsan taşımacılar el altından hükümetin kuyusunu kazıyorlar üstüne ankara da dolaşıp turizm bahanesi ile hırsızlıklarına kılıf hazırlama peşindeler bilgilerinize arz ederim,Neutral
zamaninda itahlatci firmalarida yaklasaydilarşuan benim arac curuyor olmiyacakdi beceriksizler,Against
en son seçimde ekonomi yüzünden oy vermeyecekleri de m şimşek ile kandırdı bugün demişki faiz aynen devam edecek değişiklik beklemesin kimse kazıkladı seçmeni güya m şimşek dilediği gibi yönetecekmiş pazarlığı oldu yetki aldı demişlerdi ama yetki bende diyor hala alın hayrını,Against
o kadar olay oluyor siz hala burada mısınızbi hesap falan sorsanız hani,Against
bizde tek yürek sizlerleyiz,Favor
allahım seni sağlından düşürmesin başkanım allahım seni ve sevdiklerini korusun inşallah,Favor
daima hazır,Favor
sayın cumhurbaşkanım bugün yanınızda gençlerin abisi en başarılı en delikanlı en naif kıymetli vekilimiz i görmek çok güzeldi açık ve net söylüyorum daha delikanlısı daha başarılısı daha dürüstü yok ismail kaya güvenilir liman candır can,Favor
yurt sonuçları açıklansın,Neutral
allah yar ve yardımcısı olsun inşallah,Favor
hayırlı iftarlar başbakanımız,Favor
biri beşli çeteye para yedirir digeride kredi kartı borcunu siler biz zamanında borcumuzu ödeyelim ödemeyenler akıllı ödeyenler aptal,Against
memurunsesiol kamuda çalışan bin yardimci hizmetler sinifi kaldırılmalıdır çünkü görev tanimi yok görevde yükselme sinavi yok ek gösterge yok kariyer ve liyakat yok yok yok en kısa zamanda yardımcı hizmetler sınıfı kaldırılmalıdır,Against
lütfen aday olma,Against
kişilik teknik personel alımı ne zaman,Neutral
faik bey gelse ilk işi faizi bıraktığı yere getirir,Neutral
allah rahmet ı cennet ruhları şad içinde yatsınlar,Favor
sayın bakanım jeoloji mühendisleri atama bekliyoruz,Neutral
rabbim merhametiyle rahmetiyle cemaliyla muamele eylesin inşallah,Favor
allahim seni güç kuvvet versin inşallah allah seni başimizdan eksik etmesin inşallah baskanim,Favor
kademeli emeklilik bekliyoruz,Neutral
maaşlarimizi bankadan almak istemiyoruz iktidardan bir düzenleme bekliyoruz,Against
bence utanmalı ve yerin dibinde yer aramalısın,Against
sayin bakanım bizler kendi isteğiyle ve çeşitli nedenler le görevinden ayrılan uzman çavuşlar bekçilik kadrosunda yer almak istiyoruz bizler deneyimli askerleriz,Neutral
terör örgütleriyle yan yana miting yapanların trt de terörist elebaşı osmani milletin huzuruna kırmızı bültenle aranmasına rağmen sayın diye sandık menfaati için sunanlarin imralidan sayın diye mektup sunanlarin allah zalimlikleriyle yok etsin inşallah,Against
çağri merkezi projesi kapsaminda ler çağri bolumu mezunlarinin hakkidir,Neutral
mekanlarınız cennet olsun ailelerine sabırlar vatan sağolsun,Favor
reis öyle bir muhaleftle karşı karşıyayız ki tenis oynasan bisiklet sürsendaha çok gündeme gelirdin ama muhalefet gibi boş vaktn ık ki musluk açma temel atmamayarısı bitmiş metro istasyonunu betonla kapatmaheykel dikme açılışları günümüzde çok revaç yard olsun,Against
ne kadar susacaksınız adalet,Against
artık cidden mide bulandırıyosunuz saray hizmtçileri,Against
amin rabbim bizi milletsiz milletide sensin bırakmasin koca reis,Favor
sayın cumhurbaşkanım mağdur olan tek meslek grubu olan kamu mühendisleri sizden müjde bekliyor,Neutral
olağan kongremizden,Neutral
af istiyoruz kader mahkumları için yeniden şans istiyor nefes almak istiyoruz artık lütfen sesimize kulak verin,Neutral
başkanım allahu teala sizi ne bu dünyada nede ahirette utandırmasın,Favor
asgari ücretliden vergi alınmasın veya artırılsıngaribanlara verebileceğiniz en iyi vaad bu olur,Neutral
lütfen şu çocuğumuzu annesine kavuşturun lütfen,Neutral
allah sizden razi olsun biz size guveniyoruz tesekkur ediyor ve akpden uzak durmanizi rica ediyorum bir milliyetçi ülkücü olarak,Favor
teserona kadro ne zaman verilecek isciler sizden mujdeli haber bekliyor saygilar,Neutral
atatürkün partisiyiz diyen chppkk yla yatmış ypg yle uyanmıştır devlet bahçeliden süper kapak,Against
cacık olmazsın,Against
allahına kurban,Favor
sesimiizzii lutfen duyun,Neutral
sefer aralıklarını dakikaya düşürmek ve günde sefer yapmak için marmarayın tren setlerinden seti mayıs ayında buraya getireceğiz,Favor
istifada bir hizmettir,Neutral
yeniden yapılanmalıdır ancak bu şekilde adaletli bir çözüm olabilir,Neutral
sizin gibiler güzel calısan hükümeti her dönem görmezden geleceklerdir dikkat et ilahi adalet devrede,Against
laf degil icra icraat şuur şuur,Favor
çocuklar pubg bağımlısı oldu yazık bu gençlere,Against
tebrik ederiz,Favor
torba yasada emeklilik hakkımız geri şans müjde bekliyor,Favor
saray iktidari eyw de senin parti içi saray iktidarını ne yapacaz,Against
sana guvencimiz tam reis allah yardimciniz olsun insallah,Favor
gençlerden bu kadar nefret eden ve karşılığında gençlerin nefretini kazanan bu kişiyi partinin başına getirmek bu zamana kadar yapmış olduğunuz saçmalıklar arasında en büyüğü,Against
ogretmenoturma eyleminde da kopyaci çeteler hakkimizi yedidersaneciler puansiz artik yükselen bu feryadi,Against
liyakat ne oldu yapamadın mı belediyelerde bu ülkenin vizyonun çok basit harbiden yalan dolan vizyonu,Against
akşener mehmet şık ı da iftara götürdünüzmü malum sözde ülkücüler pkk lıları ne zaman sever oldu,Against
menderes seçimle gelmişti erbakan seçimle gelmişti yıldır seçimle gelen akparti kapatma davalarına emuhtıralara darbelere maruz kaldı neredeydiniz ikiyüzlü organizatörchp bu saldırıların tam ortasındaydı,Against
öğretmenler çocuklarına ilk olarak insana ve emeğe saygıyı öğretirler sizin chp de geçirdiğiniz zamanı kayıp olarak değil kazanç olarak görüyorum yıllarca almanya da yaşadım oglumdan sonra bir türk e bu kadar sevgi ve saygı gösterildiğini gördüm mutluyum umutluyum,Favor
lütfen artık sesimizi duyun mahalle muhtarı olarak tcdd kapalı olan istasyonu için konuşmadığımız kimse kalmadı sizin sekreterleriniz dahil yapımı bitti ama o birim şu birime bu birim şuna gönderiyor el insaf diyorum mahallemiz etimesgutun ikinci büyük mahallesi,Against
sağlıkçı atama bekliyor,Neutral
pandemi sürecinde çok çalıştık ve bizi bekleyen öğrencilerin bizlere ihtiyacı var bu yüzden için bin atama istiyoruz,Neutral
allah ordumuzu basimizdan eksik etmesin,Favor
baskanim biz aldik alamadik alan cok sayida kisi var,Neutral
allah rahmet eylesin milliyetçi hareket terörle mücadelede etkin bir rol oynamaya devam edecektir,Favor
yeni evim kampanyasında hazine desteğinin geri ödemeleri hiç de öyle faizsiz değil faizli olacakmış bileşiklendirilmiş faiz uygulanacakmış doğru mu,Neutral
emeklilikte adalet istiyoruz kademe istiyoruz,Neutral
özgürlük herkesin hakki son bir şans istiyoruz,Neutral
maşallah koca yusuf mu o,Favor
cennet mekanı komşusu peygamberimiz olsun,Favor
eytyi dinlediniz lütfen bizi de dinleyin,Against
ne kardeşi,Against
af istiyoruz şuan cezaevlerinde umutla bekleyen yüzlerce binlerce mahkum var umutlarını ellerinden almayın umut kapılarını kapatmayın islah oldular onları hayata bağlayın hayattan koparmayın,Neutral
bakanım bizler bu ülkenin vatandaşı degilmiyiz tck den yatan binlerce masum var adalette eşitlik istiyoruz dayanicak gücüm kalmadı,Neutral
benim için bunu meclise taşıyın dilerseniz arkasına sezen aksu şarkısı da koyabilirsiniz orası size kalmış,Neutral
sadece boş konjşuyorsunuz içi boş cümlelersorsanız varmı bir güzel önerin yoktur bkş boş konuşurlar anca devletten maaşı alıp keyif çatan bir muhalefet var ülkede,Against
başkanım mahkum yakinlari nefeslerini tuttu sizden gelecek sevindirici haberi bekliyoruz bu bayram bizleride guldur,Favor
sayın cumhurbaşkanımız türkiye suriyede barışın yaninda olmali rusya iranla esedin geçiş hükümetinden sonra gitmesinde anlasti,Favor
turkiye iyi sahlandirdi ya istanbul kaldı,Favor
oy yok size,Against
ne mutlu türküm diyene allah türk askerinin yardımcısı olsun,Favor
darısı başına inş,Favor
eeeeee yine ne mucizeler yumurtlayacaksin yoksa bu cuma ayasofya da müezzinin mi yapacaksın nede olsa peygamber soyundan geliyorsun,Against
cevap yazarsaniz sevinirim,Neutral
basak demirtas gibi partide gorevi olmayan sadece populerligi yuzunden oy koparicak akp nin istanbul u almasini saglayacak birini aday yapmaniz gercek yuzunuzu gosterdi oysa biz solcular size guvenirdik takipden cikiyorum birdaha yuzunuze bakmayiz,Against
fazilet durağı yolcu yalanı mamaları yalanları iftiraları hizmetsizlik reklamları gerçekten,Against
sen bize ambargo uygularsin ha bizde böyle aliriz işte hemde para ödemeden beleşe,Against
sayın bakanım aylık vergi levhası ve düşük kredi notuyla nasıl ve nereden esmaf kredisi kullanabilirim yardımcı olur musunuz hep büyük ölçekli firmalarla alakalı çalışmalar var ben bu destekten nasıl faydalabilirim,Neutral
benim anlamadığım programda salı perşembe de canlı yayınlar var eba tv sınıfların dersi de de başlıyor biz canlı yayın ve tv ikisini nsıl beraber işlicez,Against
mazeret qot gibidir herkeste bulunur asgari ücret bin olsa açlık sınırını bin yapar bu qotu başı duruma göre oynayan istatistikçiler,Against
hali sahalar ne zaman açilacak sahacilar bekliyo halk bekliyo lütfen sesimizi duyun,Neutral
zerre samimi değilsiniz zerreüzerinizde şehitlerimizin vebali var,Against
bir ermeni örgütlenmesi olan pkk ve onun uzantisi hdp kürtleri kullanmaktadir dönüp bakalim kürtler için ne yaptilar,Against
akar komutanım kendini çok yorma bu ayküsü düşük insan kılığındaki bu ne olduğu blirsizlerle münbiçi alalim biz teröristleri suriyeden amerikaya yolla,Against
sayın başkanım aday olun lütfen aday olmazsanız bir türk vatandaşı olarak hakkımı helal etmem size çok yakışacak size olmak,Favor
dalından kapan yaprağın akıbetini rüzgar belirler ülkücünün tek adresi vardır mhp,Favor
sayin basbakanim isvecten abdullah akan basarilar dilerim selamlar butun turkiye,Favor
seçime girmeyin diktayı herkes görsün arkanızdayız destekliyoruz,Favor
tebrikler çok başarımı bir çalışma,Favor
duruma karşı da siz ve görevli arkadaşlarımız gerekli önlemleri almaktasınız yar ve yardımcınız olsun,Neutral
bu milletin verilmiş sadakası varmışböyle bir dönemde ülkenin tepesinde cumhurbaşkanı recep tayyip erdoğan var ya siz olsaydınız,Against
hükümet olarak göreviniz sorunları çözmek olmalı,Neutral
başkanım hayırlı geceler allah ömrünüzü uzun eylesin ve daha uzun yıllar başımızda reis olarak kalmayı nasip etsin,Favor
öncesi emeklilikte yaşa takılanların sorununu çözerse ak parti çözer,Neutral
sayın cumhurbaşkanım nisan günü aciklayacaginiz suprizlerinizi bekliyoruz,Favor
bir branş öğretmeni olarak haftada gün bir sınıftan diğerine girip çıkıyoruz havalar soğuk olduğu için kapı pencere açmamız da sıkıntı oluyor okullar kapansın istemeyiz ama bu şekilde devam edilecekse lütfen aşida öğretmenlere öncelik verilsin,Against
sayın yetkililer bu aracın satan marka olan ve bayii olan yaptığı rezilliğe kepazeliğe ne kadar göz yumulacak,Against
azarbeycan da ne işimiz var diyen yavsağın kulağına söyle pkk lı ya chp atatürkün partisil lan it de ona söyle can azarbeycan karabağ azarbeycandır tek devlet iki millet de o ite,Against
hayırlı sabahlar hayırlı hafta sonları diliyorum sayın paşam allah yar ve yardımcınız olsun başarılarınızı daim kılsın sevgiler hürmetler,Favor
seni yetiştiren anne babayı kiskaniyorum ne guzel yetistirmisler benim cocuklarimda böyle vatana millete hayırlı olurlar inşallah allah razı olsun annenden babandan başkanım allahım seni başımızdan eksik etmesin,Favor
pasaport uzatma işlemleri için nasıl yol izlemek gerekir,Neutral
inşallah sonumuz hayirli olacak büyük insan lerdenberi oynanan bu oyunlar hep üzerimize,Favor
faikin iktidar sorunu var cok hircin,Against
allah şehadetini kabul etsin,Favor
allah mutlu mesut etsin inşallah,Favor
artık adli sicil kayıtlarında düzenleme yapılması gerekmiyor mu sayın bakanım,Neutral
ve ın kabinede olmasına çok sevindik allah utandırmasın vatanımıza milletimize hayırlı olsun,Favor
sayın cumhurbaşkanım kahraman uzman çavuşlar müjde bekliyor sizden vatan savunmasının sözleşmesi olmaz,Favor
maddi çıkarlarınızdan zararlarınızdan daha önemli şeyler var,Against
yalan ile türkiye de bir seçim daha göreceksiniz sonra gideceksiniz,Against
müslüman yalan söylemez,Neutral
bin sözünü tutamayan bir bakanlık,Against
deeşitsizliği aymçözmeli ölenlere allah rahmet eylesin mekanı cennet olsun insaallah yaralılara allah sifalar versin,Favor
sağlıkta reform yaptık diye bağıracağınıza kadınların sağlıkları için temel aşı olan hpv aşısını ücretsiz hale getirin samimiyetinize inanalım bu sadece reklam kokan bi hareket bu konuda hiç bir çalışmanız yok burda twwwt atıyorsunuz,Against
melodinin ismi ne bilen varmı,Neutral
allah rahmet eylesin allah şehadetini mübarek etsin,Favor
sayın cumhurbaşkanım infaz yasasında düzenlemeler istiyoruz kader kurbanlarına af talep ediyoruz,Neutral
sayın bahçeli fahrivekiller kadro istiyoryıllardır çalıştık emeklerimiz ziyan olmasın,Favor
ne iş,Against
van büyük şehir belediyesi de mevsimlik işçiyiz van ilçe belediyesi kendi mevsimlik işçilerini daimi yaptı bizlerde emsal olmak istiyoruz çokmu zor kişi ve aileleri kazanmak mutlu etmek,Neutral
sende adammısın laf olsun diye konuşma sus adam sansınlarsana hemen elazığı hatırlatırım,Against
neler oluyor,Neutral
cemaatler eline bırakılmış bakanlığa yakışır bir tweet bel çekmeokunmuş pirinç ve ezilmiş bölgelere de et koyalım mı,Against
agiz ve diş sağlığı merkezleri ağız ve diş sağlığı teknikerlerine bırakılsın,Neutral
daha cok pkkli etkiziz hale getirelim dunya rekoru kiralim,Favor
vicdansızsınız bunu dünya biliyor zalimsiniz herkes biliyor cezaevleri matemeviolmasın,Against
amp bence tanısanız birbirinizi çok sevebilirsinizkendinize bir şans verin bunu hakediyorsunuz,Favor
teşekkürler mansur başkan,Favor
lütfen bu aileye yardım edin lütfe,Neutral
sana kurban olsunlar kurban senin ayrıcalığın kromozon değil sadece yüreğindeki atatürk ve vatan sevgisi senin kadar yüreği büyük insanlar jep var olsa keşke ağzına sağlık cemil,Favor
allah rahmet eylesin mekanı cennet olsun yakınlarına tiyatro sinema sanat camiasına başsağlığı diliyorum,Favor
muhtar adayımı olucan kemal emmi,Neutral
yapanlar enağır ceza aldinç yeter artık,Against
biz üretmeye hazırız ama bu hayat pahalılığında bizi duyan yok umarım sesimize ses olan birileri çıkar,Against
vıpden darbecilerin himayesinde çıkan evinde kahve içerek darbeyi seyrederken aklın neredeydi,Against
salgin hastalikta af şart,Neutral
hürmetle çok selamlar,Favor
